name,company_id,entity_type,summary,stock_ticker,currency,earnings_date,exchange,closing_price,previous_close,open,bid,ask,day_range,week_range,volume,avg_volume,market_cap,beta,pe_ratio,eps,dividend_yield,ex_dividend_date,target_est,url,people_also_watch,similar,risk_score,risk_score_text,risk_score_percentile,recommendation_rating,analyst_price_target,company_profile_address
"Dazzle Fashion Co., Ltd (603587.SS)",603587.SS,EQUITY,Shanghai - Delayed Quote  • CNY,603587.SS,CNY,,up,11.45,11.37,11.36,11.44,11.46,11.26 - 11.49,10.04 - 14.25,2583500,1942508,5462234112,,13.313953,0.86,0.80 (7.04%),2024-07-02,16.01,https://finance.yahoo.com/quote/603587.SS/,"[{""last_price"":17.39,""perc_change"":""-1.25%"",""symbol"":""603515.SS""},{""last_price"":12.76,""perc_change"":""-9.38%"",""symbol"":""600373.SS""},{""last_price"":9.52,""perc_change"":""-0.52%"",""symbol"":""600295.SS""},{""last_price"":30.29,""perc_change"":""-0.72%"",""symbol"":""600566.SS""},{""last_price"":11.8,""perc_change"":""-0.76%"",""symbol"":""601233.SS""},{""last_price"":16.74,""perc_change"":""-0.95%"",""symbol"":""603858.SS""},{""last_price"":5.66,""perc_change"":""-6.13%"",""symbol"":""600398.SS""},{""last_price"":7.67,""perc_change"":""-0.39%"",""symbol"":""600273.SS""},{""last_price"":14.96,""perc_change"":""+3.03%"",""symbol"":""603801.SS""},{""last_price"":5.87,""perc_change"":""+2.44%"",""symbol"":""603113.SS""},{""last_price"":10.8,""perc_change"":""-0.74%"",""symbol"":""603599.SS""},{""last_price"":24.7,""perc_change"":""-0.08%"",""symbol"":""601225.SS""},{""last_price"":8.05,""perc_change"":""-1.11%"",""symbol"":""601117.SS""},{""last_price"":15.17,""perc_change"":""+2.02%"",""symbol"":""600801.SS""},{""last_price"":32.94,""perc_change"":""+2.08%"",""symbol"":""603816.SS""},{""last_price"":3.8,""perc_change"":""+1.60%"",""symbol"":""600782.SS""}]","[{""last_price"":11.45,""perc_change"":""+0.70%"",""symbol"":""603587.SS""},{""last_price"":201.69,""perc_change"":""-0.92%"",""symbol"":""RL""}]",,,,1.5,"{""average"":16.01,""current"":11.45,""high"":17.46,""low"":14.55}","Building 8 Shanghai, 200062 China"
"Citic Pacific Special Steel Group Co., Ltd (000708.SZ)",000708.SZ,EQUITY,Shenzhen - Delayed Quote  • CNY,000708.SZ,CNY,,down,12.08,12.1,12.13,12.07,12.08,12.00 - 12.17,10.31 - 17.28,15231964,14301706,60969689088,0.759,12.08,1,0.56 (4.67%),2024-05-10,19.05,https://finance.yahoo.com/quote/000708.SZ/,"[{""last_price"":3.78,""perc_change"":""-2.07%"",""symbol"":""000825.SZ""},{""last_price"":2.21,""perc_change"":""+1.38%"",""symbol"":""000709.SZ""},{""last_price"":3.03,""perc_change"":""+3.40%"",""symbol"":""000717.SZ""},{""last_price"":3.89,""perc_change"":""+0.78%"",""symbol"":""000778.SZ""},{""last_price"":2.88,""perc_change"":""+0.70%"",""symbol"":""000629.SZ""},{""last_price"":31.03,""perc_change"":""+0.55%"",""symbol"":""000786.SZ""},{""last_price"":2.46,""perc_change"":""+1.24%"",""symbol"":""000898.SZ""},{""last_price"":3.7,""perc_change"":""+0.27%"",""symbol"":""000761.SZ""},{""last_price"":4.69,""perc_change"":""+3.77%"",""symbol"":""000932.SZ""},{""last_price"":14.25,""perc_change"":""-0.77%"",""symbol"":""000807.SZ""},{""last_price"":16.19,""perc_change"":""+1.06%"",""symbol"":""000776.SZ""},{""last_price"":1.71,""perc_change"":""+0.59%"",""symbol"":""600010.SS""},{""last_price"":6.52,""perc_change"":""-0.61%"",""symbol"":""600019.SS""},{""last_price"":104.31,""perc_change"":""-0.62%"",""symbol"":""000661.SZ""},{""last_price"":28.56,""perc_change"":""-0.70%"",""symbol"":""000768.SZ""},{""last_price"":3.38,""symbol"":""000630.SZ""}]","[{""last_price"":12.08,""perc_change"":""-0.17%"",""symbol"":""000708.SZ""},{""last_price"":289.59,""perc_change"":""-1.62%"",""symbol"":""RS""}]",,,,1.7,"{""average"":19.05,""current"":12.08,""high"":19.46,""low"":18.63}","CITIC Special Steel Building Wuxi City, 214422 China"
SPCG Public Company Limited (SPCG-R.BK),SPCG-R.BK,EQUITY,Thailand - Delayed Quote  • THB,SPCG-R.BK,THB,2024-11-08 - 2024-11-12,up,8.8,8.75,8.8,8.75,8.3,8.70 - 8.85,8.70 - 12.44,421800,0,9338999808,0.59,4.1509438,2.12,1.15 (13.14%),2024-08-29,,https://finance.yahoo.com/quote/SPCG-R.BK/,"[{""last_price"":8.8,""perc_change"":""+0.57%"",""symbol"":""SPCG.BK""},{""last_price"":18.3,""perc_change"":""-0.54%"",""symbol"":""TASCO-R.BK""},{""last_price"":6.65,""perc_change"":""+0.76%"",""symbol"":""SPRC-R.BK""},{""last_price"":7.9,""perc_change"":""+2.60%"",""symbol"":""EA-R.BK""},{""last_price"":18.3,""perc_change"":""-0.54%"",""symbol"":""TASCO.BK""},{""last_price"":6.65,""perc_change"":""+0.76%"",""symbol"":""SPRC.BK""},{""last_price"":66,""perc_change"":""+0.38%"",""symbol"":""GULF.BK""},{""last_price"":1.33,""symbol"":""ACE.BK""},{""last_price"":1.33,""symbol"":""ACE-R.BK""},{""last_price"":9,""symbol"":""TTW-R.BK""},{""last_price"":25.75,""perc_change"":""+3.00%"",""symbol"":""RCL-R.BK""},{""last_price"":12.5,""perc_change"":""+1.63%"",""symbol"":""BPP.BK""},{""last_price"":65.75,""symbol"":""SPI.BK""},{""last_price"":15.4,""perc_change"":""-1.28%"",""symbol"":""IKFC.F""},{""last_price"":9,""symbol"":""TTW.BK""},{""last_price"":7.9,""perc_change"":""+2.60%"",""symbol"":""EA.BK""}]","[{""last_price"":8.8,""perc_change"":""+0.57%"",""symbol"":""SPCG-R.BK""},{""last_price"":15.21,""perc_change"":""+0.66%"",""symbol"":""NPIFF""},{""last_price"":6.64,""perc_change"":""+0.76%"",""symbol"":""EBR""},{""last_price"":26.1,""perc_change"":""+8.61%"",""symbol"":""CWEN-A""},{""last_price"":27.77,""perc_change"":""+8.01%"",""symbol"":""CWEN""},{""last_price"":297.6,""perc_change"":""-0.39%"",""symbol"":""GEV""}]",,,,,"{""current"":8.8}","1 Capital Work Place Building Bangkok, 10110 Thailand"
"Nanjing Huamai Technology Co., Ltd. (603042.SS)",603042.SS,EQUITY,Shanghai - Delayed Quote  • CNY,603042.SS,CNY,,up,12.88,12.41,12.41,12.86,12.86,12.25 - 13.20,6.85 - 18.30,19824900,10014458,2068399232,0.095,,-0.32,0.00 (0.00%),2022-06-22,,https://finance.yahoo.com/quote/603042.SS/,"[{""last_price"":17.33,""perc_change"":""-0.91%"",""symbol"":""603096.SS""},{""last_price"":22.07,""perc_change"":""-0.90%"",""symbol"":""603178.SS""},{""last_price"":10.25,""perc_change"":""+0.10%"",""symbol"":""603081.SS""},{""last_price"":17.13,""perc_change"":""+2.82%"",""symbol"":""603138.SS""},{""last_price"":13.77,""perc_change"":""-0.29%"",""symbol"":""603035.SS""},{""last_price"":15.64,""perc_change"":""+2.96%"",""symbol"":""603078.SS""},{""last_price"":28.02,""perc_change"":""+4.59%"",""symbol"":""603005.SS""},{""last_price"":22.88,""perc_change"":""-0.31%"",""symbol"":""603050.SS""},{""last_price"":32.63,""perc_change"":""+9.87%"",""symbol"":""603038.SS""},{""last_price"":13.77,""perc_change"":""-0.72%"",""symbol"":""603037.SS""},{""last_price"":3.82,""perc_change"":""+1.33%"",""symbol"":""603183.SS""},{""last_price"":10.59,""perc_change"":""+1.34%"",""symbol"":""603041.SS""},{""last_price"":2.53,""perc_change"":""-2.69%"",""symbol"":""603023.SS""},{""last_price"":6.01,""perc_change"":""-8.94%"",""symbol"":""603021.SS""},{""last_price"":11.58,""symbol"":""603196.SS""},{""last_price"":8.54,""perc_change"":""+0.83%"",""symbol"":""603089.SS""}]","[{""last_price"":12.88,""perc_change"":""+3.79%"",""symbol"":""603042.SS""},{""last_price"":69.98,""perc_change"":""-5.43%"",""symbol"":""300570.SZ""}]",,,,,"{""current"":12.88}","No. 11 Runfa Road Nanjing, 211103 China"
Triton International Limited (TRTN-PB),TRTN-PB,EQUITY,NYSE - Delayed Quote  • USD,TRTN-PB,USD,2024-08-02 - 2024-08-02,up,25.4033,25.35,25.3879,0,0,25.39 - 25.40,24.44 - 25.91,717,7982,,1.329,3.1525564,8.058,0.00 (0.00%),2024-09-06,,https://finance.yahoo.com/quote/TRTN-PB/,"[{""last_price"":25.81,""perc_change"":""+0.09%"",""symbol"":""TRTN-PA""},{""last_price"":24.8,""perc_change"":""+0.01%"",""symbol"":""TRTN-PC""},{""last_price"":24.34,""perc_change"":""-0.29%"",""symbol"":""TRTN-PD""},{""last_price"":22.33,""perc_change"":""-0.58%"",""symbol"":""TRTN-PE""},{""last_price"":26.89,""symbol"":""CMRE-PD""},{""last_price"":26.52,""perc_change"":""-0.41%"",""symbol"":""CMRE-PC""},{""last_price"":25.84,""symbol"":""CMRE-PB""},{""last_price"":24.8,""perc_change"":""-0.40%"",""symbol"":""ATCO-PH""},{""last_price"":25.86,""perc_change"":""+0.39%"",""symbol"":""GLOP-PA""},{""last_price"":25.26,""perc_change"":""+0.04%"",""symbol"":""GLOP-PC""},{""last_price"":25.7,""perc_change"":""-0.13%"",""symbol"":""SB-PD""},{""last_price"":25.4,""perc_change"":""-0.45%"",""symbol"":""GLOP-PB""},{""last_price"":25.19,""perc_change"":""+0.96%"",""symbol"":""ATCO-PD""},{""last_price"":25.85,""perc_change"":""-0.15%"",""symbol"":""SB-PC""},{""last_price"":24.38,""perc_change"":""-0.02%"",""symbol"":""CODI-PC""},{""last_price"":24.38,""perc_change"":""-0.04%"",""symbol"":""CODI-PB""}]","[{""last_price"":25.4,""perc_change"":""+0.21%"",""symbol"":""TRTN-PB""},{""last_price"":25.73,""perc_change"":""-0.10%"",""symbol"":""ALTG-PA""},{""last_price"":27.05,""perc_change"":""+0.86%"",""symbol"":""FTAIM""},{""last_price"":26.4,""perc_change"":""+0.25%"",""symbol"":""GSL-PB""},{""last_price"":25.37,""perc_change"":""+0.04%"",""symbol"":""FTAIP""},{""last_price"":25.9,""perc_change"":""-1.22%"",""symbol"":""FTAIO""},{""last_price"":25.87,""perc_change"":""-0.08%"",""symbol"":""FTAIN""},{""last_price"":68.5,""perc_change"":""+2.54%"",""symbol"":""UHAL-B""},{""last_price"":6.53,""perc_change"":""+1.40%"",""symbol"":""ALTG""},{""last_price"":13.97,""perc_change"":""-0.92%"",""symbol"":""VSTS""},{""last_price"":74.08,""perc_change"":""+2.28%"",""symbol"":""UHAL""}]",,,,,"{""current"":25.4}","Victoria Place Hamilton, HM 10 Bermuda"
"Shanghai Phoenix Enterprise (Group) Co., Ltd. (900916.SS)",900916.SS,EQUITY,Shanghai - Delayed Quote  • USD,900916.SS,USD,,up,0.366,0.363,0.363,0.366,0.369,0.3590 - 0.3730,0.2220 - 0.3920,630800,524571,598732032,0.457,18.300001,0.02,0.02 (6.61%),2024-10-21,,https://finance.yahoo.com/quote/900916.SS/,"[{""last_price"":0.81,""perc_change"":""+1.38%"",""symbol"":""900912.SS""},{""last_price"":0.599,""perc_change"":""+4.35%"",""symbol"":""900908.SS""},{""last_price"":0.543,""perc_change"":""-0.18%"",""symbol"":""900915.SS""},{""last_price"":0.643,""perc_change"":""+5.76%"",""symbol"":""900914.SS""},{""last_price"":0.35,""perc_change"":""+2.94%"",""symbol"":""900918.SS""},{""last_price"":0.255,""perc_change"":""+3.64%"",""symbol"":""900903.SS""},{""last_price"":0.207,""perc_change"":""+0.49%"",""symbol"":""900920.SS""},{""last_price"":0.409,""perc_change"":""+2.25%"",""symbol"":""900910.SS""},{""last_price"":1.104,""perc_change"":""+3.86%"",""symbol"":""900925.SS""},{""last_price"":0.855,""perc_change"":""+0.94%"",""symbol"":""900911.SS""},{""last_price"":0.186,""perc_change"":""+2.20%"",""symbol"":""900902.SS""},{""last_price"":0.423,""perc_change"":""+0.71%"",""symbol"":""900941.SS""},{""last_price"":0.407,""perc_change"":""-2.86%"",""symbol"":""900924.SS""},{""last_price"":0.29,""perc_change"":""+5.07%"",""symbol"":""900917.SS""},{""last_price"":0.544,""perc_change"":""+1.68%"",""symbol"":""900909.SS""},{""last_price"":1.514,""perc_change"":""+0.07%"",""symbol"":""900926.SS""}]","[{""last_price"":0.366,""perc_change"":""+0.83%"",""symbol"":""900916.SS""},{""last_price"":0.543,""perc_change"":""-0.18%"",""symbol"":""900915.SS""}]",,,,,"{""current"":0.37}","No. 518, Fuquan North Road Shanghai, 200335 China"
HLE Glascoat Limited (HLEGLAS.BO),HLEGLAS.BO,EQUITY,BSE - Free Realtime Quote  • INR,HLEGLAS.BO,INR,2024-11-04 - 2024-11-08,up,372.9,369.1,373.8,371.8,372.9,366.30 - 373.80,350.05 - 581.95,2621,12010,25456205824,0.735,61.231525,6.09,0.00 (0.00%),2024-09-19,,https://finance.yahoo.com/quote/HLEGLAS.BO/,"[{""perc_change"":""+0.86%"",""symbol"":""GMMPFAUDLR.NS""},{""last_price"":134.1,""perc_change"":""+1.59%"",""symbol"":""BLACKROSE.BO""},{""last_price"":699.2,""perc_change"":""+4.63%"",""symbol"":""IONEXCHANG.BO""},{""perc_change"":""+0.51%"",""symbol"":""PAUSHAKLTD.BO""},{""last_price"":399.2,""perc_change"":""+0.18%"",""symbol"":""IOLCP.NS""},{""perc_change"":""+1.39%"",""symbol"":""ALKYLAMINE.NS""},{""perc_change"":""+0.85%"",""symbol"":""AFFLE.NS""},{""perc_change"":""+1.19%"",""symbol"":""ALKYLAMINE.BO""},{""perc_change"":""+1.10%"",""symbol"":""ISGEC.BO""},{""perc_change"":""-0.73%"",""symbol"":""TRANSPEK.BO""},{""perc_change"":""+0.34%"",""symbol"":""POLYCAB.BO""},{""perc_change"":""-1.29%"",""symbol"":""AMBER.NS""},{""last_price"":551.3,""perc_change"":""+3.42%"",""symbol"":""ROTO.BO""},{""perc_change"":""-0.17%"",""symbol"":""JYOTIRES.BO""},{""perc_change"":""+0.63%"",""symbol"":""ASTRAL.BO""},{""last_price"":398.05,""perc_change"":""-1.34%"",""symbol"":""VALIANTORG.BO""}]","[{""last_price"":372.9,""perc_change"":""+1.03%"",""symbol"":""HLEGLAS.BO""},{""last_price"":354.9,""perc_change"":""+5.00%"",""symbol"":""DIFFNKG.BO""},{""perc_change"":""+0.06%"",""symbol"":""SHAKTIPUMP.BO""},{""perc_change"":""+0.86%"",""symbol"":""GMMPFAUDLR.NS""},{""last_price"":219.6,""perc_change"":""+0.34%"",""symbol"":""INOXWIND.BO""}]",,,,,"{""current"":372.9}","H–106, G.I.D.C. Estate Anand, 388121 India"
Metro Ticari ve Mali Yatirimlar Holding A.S. (METRO.IS),METRO.IS,EQUITY,Istanbul - Delayed Quote  • TRY,METRO.IS,TRY,2024-10-30 - 2024-10-30,--,2.19,2.19,2.18,2.18,2.19,2.1600 - 2.2100,1.9700 - 4.0600,4427767,8881783,1154931584,1.259,,-0.22,0.00 (0.00%),,,https://finance.yahoo.com/quote/METRO.IS/,"[{""last_price"":2.33,""symbol"":""HLGYO.IS""},{""last_price"":7.57,""symbol"":""YGYO.IS""},{""last_price"":16.94,""symbol"":""ISGYO.IS""},{""last_price"":3.52,""symbol"":""GSDHO.IS""},{""last_price"":5.04,""symbol"":""OZGYO.IS""},{""last_price"":0.99,""symbol"":""IHLAS.IS""},{""last_price"":7.41,""symbol"":""SNGYO.IS""},{""last_price"":3.63,""symbol"":""KLGYO.IS""},{""last_price"":1.94,""symbol"":""AKFGY.IS""},{""last_price"":61.2,""symbol"":""KOZAA.IS""},{""last_price"":1.97,""symbol"":""IHEVA.IS""},{""last_price"":35.46,""symbol"":""IPEKE.IS""},{""last_price"":4.23,""symbol"":""ZOREN.IS""},{""last_price"":13.13,""symbol"":""DOHOL.IS""},{""last_price"":1.86,""symbol"":""ADESE.IS""},{""last_price"":17.5,""symbol"":""ALGYO.IS""}]","[{""last_price"":2.19,""symbol"":""METRO.IS""},{""last_price"":5.05,""symbol"":""DARDL.IS""},{""last_price"":0.3228,""perc_change"":""-11.05%"",""symbol"":""FAMI""}]",,,,,"{""current"":2.19}","Cumhuriyet Village No:18 Beykoz Istanbul, Turkey"
Canadian Utilities Limited (CU-PE.TO),CU-PE.TO,EQUITY,Toronto - Delayed Quote  • CAD,CU-PE.TO,CAD,2024-11-14 - 2024-11-14,up,20.57,20.56,20.52,20.36,20.64,20.33 - 20.57,17.91 - 21.48,2800,1642,9438585856,0.661,13.462042,1.528,1.80 (8.77%),2024-11-07,,https://finance.yahoo.com/quote/CU-PE.TO/,"[{""last_price"":19.06,""perc_change"":""+0.16%"",""symbol"":""CU-PF.TO""},{""last_price"":22.05,""perc_change"":""-1.78%"",""symbol"":""CU-PH.TO""},{""last_price"":20.31,""perc_change"":""-1.65%"",""symbol"":""FTS-PJ.TO""},{""last_price"":24.4,""perc_change"":""+0.12%"",""symbol"":""CU-PI.TO""},{""last_price"":21.31,""perc_change"":""-0.88%"",""symbol"":""FTS-PF.TO""},{""last_price"":22.89,""perc_change"":""+0.39%"",""symbol"":""EMA-PC.TO""},{""last_price"":23.03,""perc_change"":""-2.00%"",""symbol"":""BIP-PE.TO""},{""last_price"":19.91,""perc_change"":""+1.17%"",""symbol"":""EMA-PF.TO""},{""last_price"":24.38,""perc_change"":""+0.70%"",""symbol"":""BIP-PB.TO""},{""last_price"":22.93,""perc_change"":""+1.64%"",""symbol"":""BIP-PF.TO""},{""last_price"":21.55,""perc_change"":""+0.80%"",""symbol"":""BIP-PA.TO""},{""last_price"":23.24,""perc_change"":""+0.56%"",""symbol"":""TA-PJ.TO""},{""last_price"":20.41,""perc_change"":""-1.11%"",""symbol"":""CU-PD.TO""},{""last_price"":22.48,""perc_change"":""+0.36%"",""symbol"":""ALA-PG.TO""},{""last_price"":23.49,""perc_change"":""+0.38%"",""symbol"":""EMA-PH.TO""},{""last_price"":19.04,""perc_change"":""-0.47%"",""symbol"":""CU-PG.TO""}]","[{""last_price"":20.57,""perc_change"":""+0.05%"",""symbol"":""CU-PE.TO""},{""last_price"":51,""symbol"":""ACO-Y.TO""},{""last_price"":34.8,""perc_change"":""+0.17%"",""symbol"":""ACLLF""},{""last_price"":20.15,""perc_change"":""-0.34%"",""symbol"":""BIP-PA""},{""last_price"":48.49,""perc_change"":""+0.25%"",""symbol"":""ACO-X.TO""},{""last_price"":13.76,""perc_change"":""-1.08%"",""symbol"":""IBE.MC""}]",,,,,"{""current"":20.57}","West Building Calgary, AB T3E 8B4 Canada"
"Shenzhen Ruihe Construction Decoration Co., Ltd. (002620.SZ)",002620.SZ,EQUITY,Shenzhen - Delayed Quote  • CNY,002620.SZ,CNY,,up,3.8,3.45,3.58,3.8,0,3.5800 - 3.8000,2.2200 - 6.7300,12775950,14500418,1434477184,0.383,,-1.19,0.00 (0.00%),2021-07-14,,https://finance.yahoo.com/quote/002620.SZ/,"[{""last_price"":4.57,""perc_change"":""+2.93%"",""symbol"":""002631.SZ""},{""last_price"":3.67,""perc_change"":""+9.88%"",""symbol"":""002630.SZ""},{""last_price"":2.83,""perc_change"":""+10.12%"",""symbol"":""002622.SZ""},{""last_price"":5.65,""perc_change"":""-0.35%"",""symbol"":""002538.SZ""},{""last_price"":5.06,""perc_change"":""+4.98%"",""symbol"":""002681.SZ""},{""last_price"":7.87,""perc_change"":""+10.07%"",""symbol"":""002628.SZ""},{""last_price"":4.73,""perc_change"":""-2.47%"",""symbol"":""002602.SZ""},{""last_price"":18.82,""perc_change"":""-2.03%"",""symbol"":""002601.SZ""},{""last_price"":6.17,""perc_change"":""+0.98%"",""symbol"":""002651.SZ""},{""last_price"":3.54,""perc_change"":""+5.04%"",""symbol"":""002650.SZ""},{""last_price"":8.42,""symbol"":""002636.SZ""},{""last_price"":1.85,""perc_change"":""+2.78%"",""symbol"":""002482.SZ""},{""last_price"":10.01,""perc_change"":""-0.50%"",""symbol"":""002646.SZ""},{""last_price"":2.32,""perc_change"":""+4.98%"",""symbol"":""002638.SZ""},{""last_price"":8.35,""perc_change"":""+1.33%"",""symbol"":""002609.SZ""},{""last_price"":7.7,""perc_change"":""+1.58%"",""symbol"":""002608.SZ""}]","[{""last_price"":3.8,""perc_change"":""+10.14%"",""symbol"":""002620.SZ""},{""last_price"":21.9,""perc_change"":""-0.23%"",""symbol"":""5515.TW""},{""last_price"":61.1,""symbol"":""8936.TWO""}]",,,,,"{""current"":3.8}","Ruihe Building Shenzhen, 518001 China"
"Sinoseal Holding Co., Ltd. (300470.SZ)",300470.SZ,EQUITY,Shenzhen - Delayed Quote  • CNY,300470.SZ,CNY,,up,36.23,35.76,35.8,36.22,36.27,35.38 - 36.32,28.70 - 44.80,2421602,2197134,7542035456,,20.016575,1.81,0.50 (1.40%),2024-10-18,50.34,https://finance.yahoo.com/quote/300470.SZ/,"[{""last_price"":24.84,""perc_change"":""+2.86%"",""symbol"":""300443.SZ""},{""last_price"":12.78,""perc_change"":""-0.78%"",""symbol"":""300432.SZ""},{""last_price"":39.53,""perc_change"":""+3.92%"",""symbol"":""300458.SZ""},{""last_price"":13.4,""perc_change"":""+0.22%"",""symbol"":""300593.SZ""},{""last_price"":48.9,""perc_change"":""+0.04%"",""symbol"":""300487.SZ""},{""last_price"":49.32,""perc_change"":""+4.03%"",""symbol"":""300613.SZ""},{""last_price"":23.48,""perc_change"":""+1.91%"",""symbol"":""300390.SZ""},{""last_price"":18.26,""perc_change"":""+3.57%"",""symbol"":""300696.SZ""},{""last_price"":127.91,""perc_change"":""-2.72%"",""symbol"":""300394.SZ""},{""last_price"":18.43,""perc_change"":""+1.21%"",""symbol"":""300363.SZ""},{""last_price"":24.73,""perc_change"":""-0.88%"",""symbol"":""300482.SZ""},{""last_price"":33.83,""perc_change"":""-0.38%"",""symbol"":""300722.SZ""},{""last_price"":18.64,""perc_change"":""+1.47%"",""symbol"":""300450.SZ""},{""last_price"":25.38,""perc_change"":""+3.68%"",""symbol"":""300861.SZ""},{""last_price"":41.87,""perc_change"":""-4.84%"",""symbol"":""300395.SZ""},{""last_price"":41.46,""perc_change"":""+3.91%"",""symbol"":""300346.SZ""}]","[{""last_price"":36.23,""perc_change"":""+1.31%"",""symbol"":""300470.SZ""},{""last_price"":11.11,""perc_change"":""-0.54%"",""symbol"":""002011.SZ""},{""last_price"":5.67,""perc_change"":""+0.35%"",""symbol"":""002255.SZ""},{""last_price"":13.52,""perc_change"":""+4.81%"",""symbol"":""002438.SZ""},{""last_price"":18.39,""perc_change"":""+1.04%"",""symbol"":""000777.SZ""},{""perc_change"":""-0.23%"",""symbol"":""7013.T""},{""last_price"":10.26,""perc_change"":""+2.60%"",""symbol"":""1072.HK""},{""last_price"":2.78,""perc_change"":""+1.46%"",""symbol"":""2727.HK""},{""perc_change"":""+0.92%"",""symbol"":""7011.T""},{""last_price"":30.8,""perc_change"":""+3.25%"",""symbol"":""ATS""},{""last_price"":3.42,""perc_change"":""+1.18%"",""symbol"":""TPIC""}]",,,,1.7,"{""average"":50.34,""current"":36.23,""high"":52,""low"":48.69}","No.8, Wukexi 4th Road Chengdu, 610045 China"
"Sinomine Resource Group Co., Ltd. (002738.SZ)",002738.SZ,EQUITY,Shenzhen - Delayed Quote  • CNY,002738.SZ,CNY,,up,33.09,32.86,32.86,33.08,33.09,32.71 - 33.48,25.21 - 42.90,16718332,18719303,23874168832,0.476,36.362637,0.91,1.00 (3.04%),2024-05-30,42.62,https://finance.yahoo.com/quote/002738.SZ/,"[{""last_price"":14.57,""perc_change"":""+1.89%"",""symbol"":""002240.SZ""},{""last_price"":38.74,""perc_change"":""+3.25%"",""symbol"":""002756.SZ""},{""last_price"":18.84,""perc_change"":""+4.84%"",""symbol"":""002709.SZ""},{""last_price"":35.7,""perc_change"":""+2.38%"",""symbol"":""002466.SZ""},{""last_price"":33.79,""perc_change"":""+3.87%"",""symbol"":""002460.SZ""},{""last_price"":34.81,""perc_change"":""+1.70%"",""symbol"":""002192.SZ""},{""last_price"":30.97,""perc_change"":""+0.72%"",""symbol"":""603799.SS""},{""last_price"":10.6,""perc_change"":""+2.12%"",""symbol"":""002497.SZ""},{""last_price"":28.69,""perc_change"":""-0.59%"",""symbol"":""000408.SZ""},{""last_price"":23.48,""perc_change"":""+1.91%"",""symbol"":""300390.SZ""},{""last_price"":104.3,""perc_change"":""-0.63%"",""symbol"":""000661.SZ""},{""last_price"":66.87,""perc_change"":""+0.24%"",""symbol"":""002049.SZ""},{""last_price"":35.46,""perc_change"":""+2.19%"",""symbol"":""002812.SZ""},{""last_price"":47.32,""perc_change"":""-0.82%"",""symbol"":""000733.SZ""},{""last_price"":48.65,""perc_change"":""+2.64%"",""symbol"":""300014.SZ""},{""last_price"":14.11,""perc_change"":""-0.21%"",""symbol"":""600089.SS""}]","[{""last_price"":33.09,""perc_change"":""+0.70%"",""symbol"":""002738.SZ""},{""last_price"":0.011,""perc_change"":""-8.33%"",""symbol"":""CRI.AX""},{""last_price"":0.036,""perc_change"":""-0.83%"",""symbol"":""AVLNF""},{""last_price"":0.58,""perc_change"":""+43.21%"",""symbol"":""TLG.AX""},{""last_price"":0.3,""perc_change"":""+7.14%"",""symbol"":""SYR.AX""},{""last_price"":0.405,""symbol"":""PWM.V""},{""last_price"":2.85,""perc_change"":""-1.04%"",""symbol"":""PLS.AX""},{""last_price"":409.6,""perc_change"":""+1.24%"",""symbol"":""GLEN.L""},{""last_price"":56.42,""perc_change"":""-1.26%"",""symbol"":""BHP""},{""last_price"":65.9,""perc_change"":""-1.02%"",""symbol"":""RIO""}]",,,,1.9,"{""average"":42.62,""current"":33.09,""high"":53.85,""low"":33}","Block A Beijing, 100089 China"
